,sensor,train_label,transformation,model_name,MAPE,Errors,file_path
2_22M_train_seasonality_boxcox_AutoTBATS_ed882b26,2,22M_train,seasonality_boxcox,AutoTBATS,30.59067281966016,"{'test_30_days': 26.257384231011176, 'test_60_days': 29.74212897273431, 'test_90_days': 31.142854218012467, 'test_120_days': 34.02382220271838, 'test_150_days': 34.17694426275615, 'test_180_days': 34.64562148702549, 'test_240_days': 33.012497617162396, 'test_300_days': 31.057694842416673, 'test_360_days': 32.060509777788695, 'test_480_days': 32.36595475484248, 'test_600_days': 30.894028781039662, 'test_720_days': 30.59067281966016, 'test_614_days': 30.59067281966016}",results/run_5/2_22M_train_seasonality_boxcox_AutoTBATS_ed882b26.joblib
2_22M_train_trend_seasonality_boxcox_AutoARIMA_3b582fd8,2,22M_train,trend_seasonality_boxcox,AutoARIMA,47.442694065342224,"{'test_30_days': 60.242075501688305, 'test_60_days': 52.700828455441886, 'test_90_days': 41.46695804857966, 'test_120_days': 37.41546128736684, 'test_150_days': 37.62732569367891, 'test_180_days': 35.172984017953254, 'test_240_days': 32.029032935858496, 'test_300_days': 32.140549078804284, 'test_360_days': 37.155616606077764, 'test_480_days': 41.23235927710241, 'test_600_days': 48.033039253150456, 'test_720_days': 47.442694065342224, 'test_614_days': 47.442694065342224}",results/run_5/2_22M_train_trend_seasonality_boxcox_AutoARIMA_3b582fd8.joblib
2_20M_train_original_MFLES1_3f407b86,2,20M_train,original,MFLES1,34.751599822176324,"{'test_30_days': 44.980274193395495, 'test_60_days': 38.337203978939236, 'test_90_days': 35.936483246394076, 'test_120_days': 39.88165677575177, 'test_150_days': 40.111730260218046, 'test_180_days': 41.58465856494481, 'test_240_days': 42.489904237637774, 'test_300_days': 41.67447878479181, 'test_360_days': 39.195899160770914, 'test_480_days': 37.731889364920654, 'test_600_days': 35.84200737401644, 'test_720_days': 34.751599822176324, 'test_676_days': 34.751599822176324}",results/run_5/2_20M_train_original_MFLES1_3f407b86.joblib
2_20M_train_log_AutoTBATS_c783290d,2,20M_train,log,AutoTBATS,30.64919704824705,"{'test_30_days': 31.165415751752196, 'test_60_days': 30.796253766038163, 'test_90_days': 30.153270107170137, 'test_120_days': 29.46705485002914, 'test_150_days': 29.284711581944205, 'test_180_days': 31.00509856956496, 'test_240_days': 31.369416925793963, 'test_300_days': 30.30604895723725, 'test_360_days': 28.886002569134533, 'test_480_days': 31.63599269305654, 'test_600_days': 31.339346316868543, 'test_720_days': 30.64919704824705, 'test_676_days': 30.64919704824705}",results/run_5/2_20M_train_log_AutoTBATS_c783290d.joblib
2_20M_train_seasonality_MFLES1_f42103bc,2,20M_train,seasonality,MFLES1,34.751599822176324,"{'test_30_days': 44.980274193395495, 'test_60_days': 38.337203978939236, 'test_90_days': 35.936483246394076, 'test_120_days': 39.88165677575177, 'test_150_days': 40.111730260218046, 'test_180_days': 41.58465856494481, 'test_240_days': 42.489904237637774, 'test_300_days': 41.67447878479181, 'test_360_days': 39.195899160770914, 'test_480_days': 37.731889364920654, 'test_600_days': 35.84200737401644, 'test_720_days': 34.751599822176324, 'test_676_days': 34.751599822176324}",results/run_5/2_20M_train_seasonality_MFLES1_f42103bc.joblib
2_20M_train_boxcox_AutoTBATS_c078798c,2,20M_train,boxcox,AutoTBATS,30.60488219365322,"{'test_30_days': 31.769592825350312, 'test_60_days': 30.790705064757727, 'test_90_days': 30.057909647810753, 'test_120_days': 29.914226838213263, 'test_150_days': 29.981184559082447, 'test_180_days': 31.831301740882306, 'test_240_days': 32.34448241965948, 'test_300_days': 31.31987900220058, 'test_360_days': 29.780496930108953, 'test_480_days': 31.905467028405106, 'test_600_days': 31.385369536772462, 'test_720_days': 30.60488219365322, 'test_676_days': 30.60488219365322}",results/run_5/2_20M_train_boxcox_AutoTBATS_c078798c.joblib
2_20M_train_log_seasonality_AutoTBATS_656c19c3,2,20M_train,log_seasonality,AutoTBATS,30.64919704824705,"{'test_30_days': 31.165415751752196, 'test_60_days': 30.796253766038163, 'test_90_days': 30.153270107170137, 'test_120_days': 29.46705485002914, 'test_150_days': 29.284711581944205, 'test_180_days': 31.00509856956496, 'test_240_days': 31.369416925793963, 'test_300_days': 30.30604895723725, 'test_360_days': 28.886002569134533, 'test_480_days': 31.63599269305654, 'test_600_days': 31.339346316868543, 'test_720_days': 30.64919704824705, 'test_676_days': 30.64919704824705}",results/run_5/2_20M_train_log_seasonality_AutoTBATS_656c19c3.joblib
2_20M_train_seasonality_boxcox_AutoTBATS_17284d99,2,20M_train,seasonality_boxcox,AutoTBATS,30.60488219365322,"{'test_30_days': 31.769592825350312, 'test_60_days': 30.790705064757727, 'test_90_days': 30.057909647810753, 'test_120_days': 29.914226838213263, 'test_150_days': 29.981184559082447, 'test_180_days': 31.831301740882306, 'test_240_days': 32.34448241965948, 'test_300_days': 31.31987900220058, 'test_360_days': 29.780496930108953, 'test_480_days': 31.905467028405106, 'test_600_days': 31.385369536772462, 'test_720_days': 30.60488219365322, 'test_676_days': 30.60488219365322}",results/run_5/2_20M_train_seasonality_boxcox_AutoTBATS_17284d99.joblib
2_18M_train_original_MFLES1_59a37169,2,18M_train,original,MFLES1,29.810992175855876,"{'test_30_days': 19.345418633430636, 'test_60_days': 20.95286052422491, 'test_90_days': 25.63050641367302, 'test_120_days': 25.475919539128945, 'test_150_days': 25.913022888492147, 'test_180_days': 27.895268978325703, 'test_240_days': 28.445416092886582, 'test_300_days': 28.601449209919355, 'test_360_days': 28.319362327687326, 'test_480_days': 28.274414332777926, 'test_600_days': 30.174571384575096, 'test_720_days': 29.875396642218483, 'test_737_days': 29.810992175855876}",results/run_5/2_18M_train_original_MFLES1_59a37169.joblib
2_18M_train_log_MFLES1_460f2f24,2,18M_train,log,MFLES1,29.80754764055552,"{'test_30_days': 18.647354492376063, 'test_60_days': 20.66649038946861, 'test_90_days': 25.412019665314624, 'test_120_days': 25.314646231236594, 'test_150_days': 25.77997248935406, 'test_180_days': 27.6496938852634, 'test_240_days': 28.646823650974333, 'test_300_days': 29.1547966525972, 'test_360_days': 28.93357213754645, 'test_480_days': 28.686688504574864, 'test_600_days': 30.359110072534452, 'test_720_days': 29.879211321480874, 'test_737_days': 29.80754764055552}",results/run_5/2_18M_train_log_MFLES1_460f2f24.joblib
2_18M_train_seasonality_MFLES1_9578f2c3,2,18M_train,seasonality,MFLES1,29.810992175855876,"{'test_30_days': 19.345418633430636, 'test_60_days': 20.95286052422491, 'test_90_days': 25.63050641367302, 'test_120_days': 25.475919539128945, 'test_150_days': 25.913022888492147, 'test_180_days': 27.895268978325703, 'test_240_days': 28.445416092886582, 'test_300_days': 28.601449209919355, 'test_360_days': 28.319362327687326, 'test_480_days': 28.274414332777926, 'test_600_days': 30.174571384575096, 'test_720_days': 29.875396642218483, 'test_737_days': 29.810992175855876}",results/run_5/2_18M_train_seasonality_MFLES1_9578f2c3.joblib
2_18M_train_boxcox_MFLES1_3f800b23,2,18M_train,boxcox,MFLES1,29.869952477753348,"{'test_30_days': 18.223631561745414, 'test_60_days': 20.591146108035893, 'test_90_days': 25.321364430080372, 'test_120_days': 25.251882998524433, 'test_150_days': 25.754041968664783, 'test_180_days': 27.503489158063054, 'test_240_days': 28.835017178917482, 'test_300_days': 29.528225495980827, 'test_360_days': 29.35688551565515, 'test_480_days': 29.00379103080067, 'test_600_days': 30.54690410463643, 'test_720_days': 29.947716512887467, 'test_737_days': 29.869952477753348}",results/run_5/2_18M_train_boxcox_MFLES1_3f800b23.joblib
2_18M_train_log_seasonality_MFLES1_93987ae9,2,18M_train,log_seasonality,MFLES1,29.80754764055552,"{'test_30_days': 18.647354492376063, 'test_60_days': 20.66649038946861, 'test_90_days': 25.412019665314624, 'test_120_days': 25.314646231236594, 'test_150_days': 25.77997248935406, 'test_180_days': 27.6496938852634, 'test_240_days': 28.646823650974333, 'test_300_days': 29.1547966525972, 'test_360_days': 28.93357213754645, 'test_480_days': 28.686688504574864, 'test_600_days': 30.359110072534452, 'test_720_days': 29.879211321480874, 'test_737_days': 29.80754764055552}",results/run_5/2_18M_train_log_seasonality_MFLES1_93987ae9.joblib
2_18M_train_seasonality_boxcox_MFLES1_a73360bf,2,18M_train,seasonality_boxcox,MFLES1,29.869952477753348,"{'test_30_days': 18.223631561745414, 'test_60_days': 20.591146108035893, 'test_90_days': 25.321364430080372, 'test_120_days': 25.251882998524433, 'test_150_days': 25.754041968664783, 'test_180_days': 27.503489158063054, 'test_240_days': 28.835017178917482, 'test_300_days': 29.528225495980827, 'test_360_days': 29.35688551565515, 'test_480_days': 29.00379103080067, 'test_600_days': 30.54690410463643, 'test_720_days': 29.947716512887467, 'test_737_days': 29.869952477753348}",results/run_5/2_18M_train_seasonality_boxcox_MFLES1_a73360bf.joblib
2_18M_train_log_boxcox_standardize_CrostonOptimized_cc9af5b7,2,18M_train,log_boxcox_standardize,CrostonOptimized,48.005602359981616,"{'test_30_days': 47.03919191390728, 'test_60_days': 52.29053155821385, 'test_90_days': 61.78230302332418, 'test_120_days': 66.04342976132365, 'test_150_days': 67.48848541303568, 'test_180_days': 67.33131470193013, 'test_240_days': 60.53608056281682, 'test_300_days': 52.35796440355707, 'test_360_days': 49.28632444326282, 'test_480_days': 53.07710215723355, 'test_600_days': 51.85083085969547, 'test_720_days': 48.445376052986816, 'test_737_days': 48.005602359981616}",results/run_5/2_18M_train_log_boxcox_standardize_CrostonOptimized_cc9af5b7.joblib
2_18M_train_log_seasonality_boxcox_standardize_CrostonOptimized_b3105083,2,18M_train,log_seasonality_boxcox_standardize,CrostonOptimized,48.005602359981616,"{'test_30_days': 47.03919191390728, 'test_60_days': 52.29053155821385, 'test_90_days': 61.78230302332418, 'test_120_days': 66.04342976132365, 'test_150_days': 67.48848541303568, 'test_180_days': 67.33131470193013, 'test_240_days': 60.53608056281682, 'test_300_days': 52.35796440355707, 'test_360_days': 49.28632444326282, 'test_480_days': 53.07710215723355, 'test_600_days': 51.85083085969547, 'test_720_days': 48.445376052986816, 'test_737_days': 48.005602359981616}",results/run_5/2_18M_train_log_seasonality_boxcox_standardize_CrostonOptimized_b3105083.joblib
2_12M_train_original_MFLES2_de280251,2,12M_train,original,MFLES2,30.547347055576385,"{'test_30_days': 17.54778912816311, 'test_60_days': 18.038975805129496, 'test_90_days': 17.78814150794882, 'test_120_days': 17.206302378718753, 'test_150_days': 16.669777342251134, 'test_180_days': 15.979633393883283, 'test_240_days': 18.774583316382543, 'test_300_days': 23.18705656768512, 'test_360_days': 24.026539512820392, 'test_480_days': 25.769007828676305, 'test_600_days': 25.310679524336393, 'test_720_days': 30.662960597967416, 'test_920_days': 30.547347055576385}",results/run_5/2_12M_train_original_MFLES2_de280251.joblib
2_12M_train_log_AutoTBATS_0a4b87fd,2,12M_train,log,AutoTBATS,31.40055598020676,"{'test_30_days': 25.35020810450722, 'test_60_days': 28.042709058265725, 'test_90_days': 29.301927623808034, 'test_120_days': 29.973798977123945, 'test_150_days': 28.802977702122917, 'test_180_days': 27.750700832667352, 'test_240_days': 25.918661542606703, 'test_300_days': 26.84870252601778, 'test_360_days': 26.892254685356576, 'test_480_days': 31.649972118196885, 'test_600_days': 31.393847691118726, 'test_720_days': 32.73691466998564, 'test_920_days': 31.40055598020676}",results/run_5/2_12M_train_log_AutoTBATS_0a4b87fd.joblib
2_12M_train_seasonality_MFLES2_fa548167,2,12M_train,seasonality,MFLES2,30.547347055576385,"{'test_30_days': 17.54778912816311, 'test_60_days': 18.038975805129496, 'test_90_days': 17.78814150794882, 'test_120_days': 17.206302378718753, 'test_150_days': 16.669777342251134, 'test_180_days': 15.979633393883283, 'test_240_days': 18.774583316382543, 'test_300_days': 23.18705656768512, 'test_360_days': 24.026539512820392, 'test_480_days': 25.769007828676305, 'test_600_days': 25.310679524336393, 'test_720_days': 30.662960597967416, 'test_920_days': 30.547347055576385}",results/run_5/2_12M_train_seasonality_MFLES2_fa548167.joblib
2_12M_train_boxcox_AutoTBATS_29fbaf68,2,12M_train,boxcox,AutoTBATS,31.144803990447734,"{'test_30_days': 25.22152260088999, 'test_60_days': 26.861855356830933, 'test_90_days': 28.066686053622764, 'test_120_days': 29.123689341354257, 'test_150_days': 28.119745339912665, 'test_180_days': 26.96187818190623, 'test_240_days': 25.138734983077494, 'test_300_days': 26.38719612858437, 'test_360_days': 26.67873514983062, 'test_480_days': 31.365522018896915, 'test_600_days': 31.048426171154762, 'test_720_days': 32.44447403504103, 'test_920_days': 31.144803990447734}",results/run_5/2_12M_train_boxcox_AutoTBATS_29fbaf68.joblib
2_12M_train_log_seasonality_AutoTBATS_ef9dea45,2,12M_train,log_seasonality,AutoTBATS,31.40055598020676,"{'test_30_days': 25.35020810450722, 'test_60_days': 28.042709058265725, 'test_90_days': 29.301927623808034, 'test_120_days': 29.973798977123945, 'test_150_days': 28.802977702122917, 'test_180_days': 27.750700832667352, 'test_240_days': 25.918661542606703, 'test_300_days': 26.84870252601778, 'test_360_days': 26.892254685356576, 'test_480_days': 31.649972118196885, 'test_600_days': 31.393847691118726, 'test_720_days': 32.73691466998564, 'test_920_days': 31.40055598020676}",results/run_5/2_12M_train_log_seasonality_AutoTBATS_ef9dea45.joblib
2_12M_train_seasonality_boxcox_AutoTBATS_63601a12,2,12M_train,seasonality_boxcox,AutoTBATS,31.144803990447734,"{'test_30_days': 25.22152260088999, 'test_60_days': 26.861855356830933, 'test_90_days': 28.066686053622764, 'test_120_days': 29.123689341354257, 'test_150_days': 28.119745339912665, 'test_180_days': 26.96187818190623, 'test_240_days': 25.138734983077494, 'test_300_days': 26.38719612858437, 'test_360_days': 26.67873514983062, 'test_480_days': 31.365522018896915, 'test_600_days': 31.048426171154762, 'test_720_days': 32.44447403504103, 'test_920_days': 31.144803990447734}",results/run_5/2_12M_train_seasonality_boxcox_AutoTBATS_63601a12.joblib
2_10M_train_trend_AutoARIMA_6bed25a0,2,10M_train,trend,AutoARIMA,44.21227720934557,"{'test_30_days': 78.2054026390401, 'test_60_days': 64.88656557976056, 'test_90_days': 53.77724233550224, 'test_120_days': 45.182445551755244, 'test_150_days': 40.85489271241958, 'test_180_days': 36.85516205954705, 'test_240_days': 32.71598248630856, 'test_300_days': 35.792832044867986, 'test_360_days': 42.708024693563026, 'test_480_days': 46.73681406687503, 'test_600_days': 42.73899060177805, 'test_720_days': 45.84325853412652, 'test_986_days': 44.21227720934557}",results/run_5/2_10M_train_trend_AutoARIMA_6bed25a0.joblib
2_10M_train_boxcox_AutoTBATS_73115c55,2,10M_train,boxcox,AutoTBATS,32.763670749085854,"{'test_30_days': 46.97057655769422, 'test_60_days': 46.095113082968346, 'test_90_days': 39.75308399533108, 'test_120_days': 35.03516381442166, 'test_150_days': 33.934096382950266, 'test_180_days': 32.55307490578818, 'test_240_days': 29.828052793569785, 'test_300_days': 27.743180380552364, 'test_360_days': 28.153682061753294, 'test_480_days': 32.30724480343004, 'test_600_days': 33.925674273011666, 'test_720_days': 32.9842629067097, 'test_986_days': 32.763670749085854}",results/run_5/2_10M_train_boxcox_AutoTBATS_73115c55.joblib
