,sensor,train_label,transformation,model_name,MAPE,Errors,file_path
2_NH_mar_2M_train_seasonality_AutoTBATS_fd281a06,2,NH_mar_2M_train,seasonality,AutoTBATS,37.1628457891869,"{'test_30_days': 32.44871656103919, 'test_60_days': 39.98108181277137, 'test_90_days': 36.551982300956546, 'test_120_days': 38.82794817115022, 'test_150_days': 41.52187191081335, 'test_180_days': 43.700405090099665, 'test_240_days': 40.80953687745923, 'test_300_days': 39.36626927144306, 'test_360_days': 36.67417726802905, 'test_480_days': 38.023022569310214, 'test_600_days': 37.31096706038959, 'test_720_days': 36.144702454858255, 'test_1241_days': 37.1628457891869}",results/run_5/2_NH_mar_2M_train_seasonality_AutoTBATS_fd281a06.joblib
2_NH_mar_2M_train_boxcox_AutoTBATS_8c91023d,2,NH_mar_2M_train,boxcox,AutoTBATS,36.979089597341044,"{'test_30_days': 26.66010784793893, 'test_60_days': 27.376283528165917, 'test_90_days': 28.533822610058323, 'test_120_days': 27.843372226406693, 'test_150_days': 29.273417775813954, 'test_180_days': 36.3528185367854, 'test_240_days': 39.08628809985775, 'test_300_days': 36.7904465738091, 'test_360_days': 34.723759252078075, 'test_480_days': 35.35990486788844, 'test_600_days': 36.22508682794157, 'test_720_days': 35.07731251081861, 'test_1241_days': 36.979089597341044}",results/run_5/2_NH_mar_2M_train_boxcox_AutoTBATS_8c91023d.joblib
2_NH_mar_2M_train_log_seasonality_AutoTBATS_4a3b8559,2,NH_mar_2M_train,log_seasonality,AutoTBATS,38.293617532649975,"{'test_30_days': 26.473110271938122, 'test_60_days': 26.383935490898992, 'test_90_days': 27.402581020624773, 'test_120_days': 26.934080169672374, 'test_150_days': 28.501770521417143, 'test_180_days': 36.63710942440605, 'test_240_days': 41.19520225857814, 'test_300_days': 38.59870701164343, 'test_360_days': 36.25541473627037, 'test_480_days': 36.190341679223955, 'test_600_days': 37.718451018704904, 'test_720_days': 36.42122072188939, 'test_1241_days': 38.293617532649975}",results/run_5/2_NH_mar_2M_train_log_seasonality_AutoTBATS_4a3b8559.joblib
2_NH_mar_2M_train_log_boxcox_CrostonClassic_49acca37,2,NH_mar_2M_train,log_boxcox,CrostonClassic,45.002703334604476,"{'test_30_days': 70.75218373686572, 'test_60_days': 63.34406331308225, 'test_90_days': 51.415125205721466, 'test_120_days': 44.84761262557758, 'test_150_days': 41.75661194078444, 'test_180_days': 42.04130485491982, 'test_240_days': 49.35837068199543, 'test_300_days': 53.853930136211524, 'test_360_days': 49.909626356735316, 'test_480_days': 42.32507822798992, 'test_600_days': 44.83057625996349, 'test_720_days': 47.841768000299126, 'test_1241_days': 45.002703334604476}",results/run_5/2_NH_mar_2M_train_log_boxcox_CrostonClassic_49acca37.joblib
2_NH_mar_2M_train_seasonality_boxcox_AutoTBATS_411e1584,2,NH_mar_2M_train,seasonality_boxcox,AutoTBATS,36.979089597341044,"{'test_30_days': 26.66010784793893, 'test_60_days': 27.376283528165917, 'test_90_days': 28.533822610058323, 'test_120_days': 27.843372226406693, 'test_150_days': 29.273417775813954, 'test_180_days': 36.3528185367854, 'test_240_days': 39.08628809985775, 'test_300_days': 36.7904465738091, 'test_360_days': 34.723759252078075, 'test_480_days': 35.35990486788844, 'test_600_days': 36.22508682794157, 'test_720_days': 35.07731251081861, 'test_1241_days': 36.979089597341044}",results/run_5/2_NH_mar_2M_train_seasonality_boxcox_AutoTBATS_411e1584.joblib
2_NH_mar_2M_train_log_seasonality_boxcox_CrostonClassic_21b3b07b,2,NH_mar_2M_train,log_seasonality_boxcox,CrostonClassic,45.002703334604476,"{'test_30_days': 70.75218373686572, 'test_60_days': 63.34406331308225, 'test_90_days': 51.415125205721466, 'test_120_days': 44.84761262557758, 'test_150_days': 41.75661194078444, 'test_180_days': 42.04130485491982, 'test_240_days': 49.35837068199543, 'test_300_days': 53.853930136211524, 'test_360_days': 49.909626356735316, 'test_480_days': 42.32507822798992, 'test_600_days': 44.83057625996349, 'test_720_days': 47.841768000299126, 'test_1241_days': 45.002703334604476}",results/run_5/2_NH_mar_2M_train_log_seasonality_boxcox_CrostonClassic_21b3b07b.joblib
2_H_5M_train_log_CrostonSBA_ed814b97,2,H_5M_train,log,CrostonSBA,49.42172363713626,"{'test_30_days': 36.0898000144677, 'test_60_days': 46.88406542839454, 'test_90_days': 53.98660729330045, 'test_120_days': 55.87802143216031, 'test_150_days': 49.27915769706635, 'test_180_days': 46.17390055888344, 'test_240_days': 54.279541233494186, 'test_300_days': 53.207482426284, 'test_360_days': 47.56012878800017, 'test_480_days': 49.41805081611026, 'test_600_days': 46.36798748409125, 'test_720_days': 43.0463297461759, 'test_1071_days': 49.42172363713626}",results/run_5/2_H_5M_train_log_CrostonSBA_ed814b97.joblib
2_H_5M_train_boxcox_CrostonSBA_d8e812ed,2,H_5M_train,boxcox,CrostonSBA,45.39624016789298,"{'test_30_days': 41.66664698910799, 'test_60_days': 52.02088641070346, 'test_90_days': 58.58783399458167, 'test_120_days': 60.284131443015475, 'test_150_days': 53.1469685238195, 'test_180_days': 48.37255844284154, 'test_240_days': 51.03812886129121, 'test_300_days': 47.48969350189702, 'test_360_days': 42.628121739938585, 'test_480_days': 46.84482625984869, 'test_600_days': 44.008103904804386, 'test_720_days': 40.481917457709734, 'test_1071_days': 45.39624016789298}",results/run_5/2_H_5M_train_boxcox_CrostonSBA_d8e812ed.joblib
2_H_5M_train_log_seasonality_CrostonSBA_94b0d6bb,2,H_5M_train,log_seasonality,CrostonSBA,49.42172363713626,"{'test_30_days': 36.0898000144677, 'test_60_days': 46.88406542839454, 'test_90_days': 53.98660729330045, 'test_120_days': 55.87802143216031, 'test_150_days': 49.27915769706635, 'test_180_days': 46.17390055888344, 'test_240_days': 54.279541233494186, 'test_300_days': 53.207482426284, 'test_360_days': 47.56012878800017, 'test_480_days': 49.41805081611026, 'test_600_days': 46.36798748409125, 'test_720_days': 43.0463297461759, 'test_1071_days': 49.42172363713626}",results/run_5/2_H_5M_train_log_seasonality_CrostonSBA_94b0d6bb.joblib
2_H_5M_train_log_boxcox_CrostonSBA_97971f02,2,H_5M_train,log_boxcox,CrostonSBA,49.59942727059659,"{'test_30_days': 35.91598743535897, 'test_60_days': 46.71339684134545, 'test_90_days': 53.83085860769309, 'test_120_days': 55.72975965323401, 'test_150_days': 49.15755340387651, 'test_180_days': 46.114773634122706, 'test_240_days': 54.41193351725626, 'test_300_days': 53.4286526774455, 'test_360_days': 47.76158366440695, 'test_480_days': 49.532848867096114, 'test_600_days': 46.48122983620246, 'test_720_days': 43.17851330332537, 'test_1071_days': 49.59942727059659}",results/run_5/2_H_5M_train_log_boxcox_CrostonSBA_97971f02.joblib
2_H_5M_train_seasonality_boxcox_CrostonSBA_36a0bf12,2,H_5M_train,seasonality_boxcox,CrostonSBA,45.39624016789298,"{'test_30_days': 41.66664698910799, 'test_60_days': 52.02088641070346, 'test_90_days': 58.58783399458167, 'test_120_days': 60.284131443015475, 'test_150_days': 53.1469685238195, 'test_180_days': 48.37255844284154, 'test_240_days': 51.03812886129121, 'test_300_days': 47.48969350189702, 'test_360_days': 42.628121739938585, 'test_480_days': 46.84482625984869, 'test_600_days': 44.008103904804386, 'test_720_days': 40.481917457709734, 'test_1071_days': 45.39624016789298}",results/run_5/2_H_5M_train_seasonality_boxcox_CrostonSBA_36a0bf12.joblib
2_H_5M_train_log_seasonality_boxcox_CrostonSBA_e83b3cbf,2,H_5M_train,log_seasonality_boxcox,CrostonSBA,49.59942727059659,"{'test_30_days': 35.91598743535897, 'test_60_days': 46.71339684134545, 'test_90_days': 53.83085860769309, 'test_120_days': 55.72975965323401, 'test_150_days': 49.15755340387651, 'test_180_days': 46.114773634122706, 'test_240_days': 54.41193351725626, 'test_300_days': 53.4286526774455, 'test_360_days': 47.76158366440695, 'test_480_days': 49.532848867096114, 'test_600_days': 46.48122983620246, 'test_720_days': 43.17851330332537, 'test_1071_days': 49.59942727059659}",results/run_5/2_H_5M_train_log_seasonality_boxcox_CrostonSBA_e83b3cbf.joblib
2_H_3M_jul_train_log_CrostonSBA_37f17d32,2,H_3M_jul_train,log,CrostonSBA,44.274265049991456,"{'test_30_days': 29.338640989532998, 'test_60_days': 40.232807758584954, 'test_90_days': 49.86936458461164, 'test_120_days': 55.0767640369717, 'test_150_days': 55.49868381786527, 'test_180_days': 50.65278844391854, 'test_240_days': 47.440639970426865, 'test_300_days': 46.67663879865637, 'test_360_days': 41.56588397864053, 'test_480_days': 44.83273703607585, 'test_600_days': 43.76400196463494, 'test_720_days': 40.05368004128242, 'test_1093_days': 44.274265049991456}",results/run_5/2_H_3M_jul_train_log_CrostonSBA_37f17d32.joblib
2_H_3M_jul_train_boxcox_CrostonSBA_da5e5ace,2,H_3M_jul_train,boxcox,CrostonSBA,43.626503292897326,"{'test_30_days': 36.93852434306948, 'test_60_days': 47.27225828235442, 'test_90_days': 55.92590879916421, 'test_120_days': 60.59026995204974, 'test_150_days': 61.04463543050651, 'test_180_days': 56.321630287054056, 'test_240_days': 49.00999450781542, 'test_300_days': 44.651056593188265, 'test_360_days': 40.024828492517976, 'test_480_days': 45.18049300086735, 'test_600_days': 45.14218284745788, 'test_720_days': 41.147430904913755, 'test_1093_days': 43.626503292897326}",results/run_5/2_H_3M_jul_train_boxcox_CrostonSBA_da5e5ace.joblib
2_H_3M_jul_train_log_seasonality_CrostonSBA_c52e25e5,2,H_3M_jul_train,log_seasonality,CrostonSBA,44.274265049991456,"{'test_30_days': 29.338640989532998, 'test_60_days': 40.232807758584954, 'test_90_days': 49.86936458461164, 'test_120_days': 55.0767640369717, 'test_150_days': 55.49868381786527, 'test_180_days': 50.65278844391854, 'test_240_days': 47.440639970426865, 'test_300_days': 46.67663879865637, 'test_360_days': 41.56588397864053, 'test_480_days': 44.83273703607585, 'test_600_days': 43.76400196463494, 'test_720_days': 40.05368004128242, 'test_1093_days': 44.274265049991456}",results/run_5/2_H_3M_jul_train_log_seasonality_CrostonSBA_c52e25e5.joblib
2_H_3M_jul_train_log_boxcox_MFLES1_34a658fc,2,H_3M_jul_train,log_boxcox,MFLES1,49.78715643312855,"{'test_30_days': 29.922892689774933, 'test_60_days': 44.0220777535976, 'test_90_days': 55.85180340480396, 'test_120_days': 61.625196259868275, 'test_150_days': 60.87316796419419, 'test_180_days': 56.14525942931393, 'test_240_days': 61.51447675856052, 'test_300_days': 54.38447616645736, 'test_360_days': 48.598516407600776, 'test_480_days': 51.31828964736565, 'test_600_days': 50.64806347031384, 'test_720_days': 46.484386666626, 'test_1093_days': 49.78715643312855}",results/run_5/2_H_3M_jul_train_log_boxcox_MFLES1_34a658fc.joblib
2_H_3M_jul_train_seasonality_boxcox_CrostonSBA_47c9294f,2,H_3M_jul_train,seasonality_boxcox,CrostonSBA,43.626503292897326,"{'test_30_days': 36.93852434306948, 'test_60_days': 47.27225828235442, 'test_90_days': 55.92590879916421, 'test_120_days': 60.59026995204974, 'test_150_days': 61.04463543050651, 'test_180_days': 56.321630287054056, 'test_240_days': 49.00999450781542, 'test_300_days': 44.651056593188265, 'test_360_days': 40.024828492517976, 'test_480_days': 45.18049300086735, 'test_600_days': 45.14218284745788, 'test_720_days': 41.147430904913755, 'test_1093_days': 43.626503292897326}",results/run_5/2_H_3M_jul_train_seasonality_boxcox_CrostonSBA_47c9294f.joblib
2_H_3M_jul_train_log_seasonality_boxcox_MFLES1_3395b799,2,H_3M_jul_train,log_seasonality_boxcox,MFLES1,49.78715643312855,"{'test_30_days': 29.922892689774933, 'test_60_days': 44.0220777535976, 'test_90_days': 55.85180340480396, 'test_120_days': 61.625196259868275, 'test_150_days': 60.87316796419419, 'test_180_days': 56.14525942931393, 'test_240_days': 61.51447675856052, 'test_300_days': 54.38447616645736, 'test_360_days': 48.598516407600776, 'test_480_days': 51.31828964736565, 'test_600_days': 50.64806347031384, 'test_720_days': 46.484386666626, 'test_1093_days': 49.78715643312855}",results/run_5/2_H_3M_jul_train_log_seasonality_boxcox_MFLES1_3395b799.joblib
2_H_3M_nov_train_original_MFLES2_89da4756,2,H_3M_nov_train,original,MFLES2,49.58196686875915,"{'test_30_days': 42.046240016545454, 'test_60_days': 41.55334049889771, 'test_90_days': 38.53295487626362, 'test_120_days': 34.09192243633405, 'test_150_days': 31.16129010603749, 'test_180_days': 29.212535803064966, 'test_240_days': 35.16132819816615, 'test_300_days': 49.05111456450692, 'test_360_days': 49.033914582540206, 'test_480_days': 49.497918597960954, 'test_600_days': 44.779514657979746, 'test_720_days': 50.792477172312786, 'test_970_days': 49.58196686875915}",results/run_5/2_H_3M_nov_train_original_MFLES2_89da4756.joblib
2_H_3M_nov_train_log_MFLES2_1af02195,2,H_3M_nov_train,log,MFLES2,48.383482079902215,"{'test_30_days': 45.0429938832268, 'test_60_days': 45.82711100655471, 'test_90_days': 43.33294854244839, 'test_120_days': 38.08464132014052, 'test_150_days': 33.78336606313495, 'test_180_days': 30.5322816749161, 'test_240_days': 34.41555701523947, 'test_300_days': 47.347027827718954, 'test_360_days': 47.74640408230106, 'test_480_days': 49.447504462308416, 'test_600_days': 44.663349825516406, 'test_720_days': 50.19610723452503, 'test_970_days': 48.383482079902215}",results/run_5/2_H_3M_nov_train_log_MFLES2_1af02195.joblib
2_H_3M_nov_train_seasonality_MFLES2_abfc37be,2,H_3M_nov_train,seasonality,MFLES2,49.58196686875915,"{'test_30_days': 42.046240016545454, 'test_60_days': 41.55334049889771, 'test_90_days': 38.53295487626362, 'test_120_days': 34.09192243633405, 'test_150_days': 31.16129010603749, 'test_180_days': 29.212535803064966, 'test_240_days': 35.16132819816615, 'test_300_days': 49.05111456450692, 'test_360_days': 49.033914582540206, 'test_480_days': 49.497918597960954, 'test_600_days': 44.779514657979746, 'test_720_days': 50.792477172312786, 'test_970_days': 49.58196686875915}",results/run_5/2_H_3M_nov_train_seasonality_MFLES2_abfc37be.joblib
2_H_3M_nov_train_boxcox_AutoTBATS_3ff47f9a,2,H_3M_nov_train,boxcox,AutoTBATS,32.15095002717182,"{'test_30_days': 41.52341898393214, 'test_60_days': 34.844109637067696, 'test_90_days': 30.405754502608517, 'test_120_days': 30.48563432169492, 'test_150_days': 29.408627328635735, 'test_180_days': 28.408228272297865, 'test_240_days': 27.51674371701051, 'test_300_days': 26.995966366861285, 'test_360_days': 27.193114362949984, 'test_480_days': 30.9708096467252, 'test_600_days': 32.68446011423554, 'test_720_days': 32.392281396037475, 'test_970_days': 32.15095002717182}",results/run_5/2_H_3M_nov_train_boxcox_AutoTBATS_3ff47f9a.joblib
2_H_3M_nov_train_log_seasonality_MFLES2_8d76caec,2,H_3M_nov_train,log_seasonality,MFLES2,48.383482079902215,"{'test_30_days': 45.0429938832268, 'test_60_days': 45.82711100655471, 'test_90_days': 43.33294854244839, 'test_120_days': 38.08464132014052, 'test_150_days': 33.78336606313495, 'test_180_days': 30.5322816749161, 'test_240_days': 34.41555701523947, 'test_300_days': 47.347027827718954, 'test_360_days': 47.74640408230106, 'test_480_days': 49.447504462308416, 'test_600_days': 44.663349825516406, 'test_720_days': 50.19610723452503, 'test_970_days': 48.383482079902215}",results/run_5/2_H_3M_nov_train_log_seasonality_MFLES2_8d76caec.joblib
2_H_3M_nov_train_seasonality_boxcox_AutoTBATS_c38594d1,2,H_3M_nov_train,seasonality_boxcox,AutoTBATS,32.15095002717182,"{'test_30_days': 41.52341898393214, 'test_60_days': 34.844109637067696, 'test_90_days': 30.405754502608517, 'test_120_days': 30.48563432169492, 'test_150_days': 29.408627328635735, 'test_180_days': 28.408228272297865, 'test_240_days': 27.51674371701051, 'test_300_days': 26.995966366861285, 'test_360_days': 27.193114362949984, 'test_480_days': 30.9708096467252, 'test_600_days': 32.68446011423554, 'test_720_days': 32.392281396037475, 'test_970_days': 32.15095002717182}",results/run_5/2_H_3M_nov_train_seasonality_boxcox_AutoTBATS_c38594d1.joblib
5_26M_train_log_MSTL_AdditiveB_f95b95f6,5,26M_train,log,MSTL_AdditiveB,40.29651098072389,"{'test_30_days': 28.579182624186732, 'test_60_days': 34.192857387960004, 'test_90_days': 36.61503992599781, 'test_120_days': 37.80029702856913, 'test_150_days': 36.56745853085373, 'test_180_days': 37.022571934345386, 'test_240_days': 40.09159859682912, 'test_300_days': 43.871947305220395, 'test_360_days': 42.07101643081519, 'test_480_days': 40.81379760249939, 'test_600_days': 40.29651098072389, 'test_720_days': 40.29651098072389, 'test_494_days': 40.29651098072389}",results/run_5/5_26M_train_log_MSTL_AdditiveB_f95b95f6.joblib
5_26M_train_boxcox_Holt_04888b86,5,26M_train,boxcox,Holt,48.90749322972559,"{'test_30_days': 25.15289764182954, 'test_60_days': 32.17338809575437, 'test_90_days': 32.66862027425662, 'test_120_days': 33.900168361809776, 'test_150_days': 38.638410543248284, 'test_180_days': 44.24626586927104, 'test_240_days': 54.12352123489514, 'test_300_days': 57.18865934908494, 'test_360_days': 53.64069403942463, 'test_480_days': 49.547306868087894, 'test_600_days': 48.90749322972559, 'test_720_days': 48.90749322972559, 'test_494_days': 48.90749322972559}",results/run_5/5_26M_train_boxcox_Holt_04888b86.joblib
5_26M_train_trend_seasonality_AutoARIMA_a5b73792,5,26M_train,trend_seasonality,AutoARIMA,48.228589911991634,"{'test_30_days': 22.83811104719201, 'test_60_days': 34.53303842932742, 'test_90_days': 35.833369172389276, 'test_120_days': 37.69722475870657, 'test_150_days': 43.0016829548745, 'test_180_days': 48.56662797675207, 'test_240_days': 57.61708507834534, 'test_300_days': 59.82665104285218, 'test_360_days': 55.569674748586586, 'test_480_days': 48.74238922213458, 'test_600_days': 48.228589911991634, 'test_720_days': 48.228589911991634, 'test_494_days': 48.228589911991634}",results/run_5/5_26M_train_trend_seasonality_AutoARIMA_a5b73792.joblib
5_26M_train_trend_seasonality_boxcox_AutoARIMA_c6466c0c,5,26M_train,trend_seasonality_boxcox,AutoARIMA,48.228589911991634,"{'test_30_days': 22.83811104719201, 'test_60_days': 34.53303842932742, 'test_90_days': 35.833369172389276, 'test_120_days': 37.69722475870657, 'test_150_days': 43.0016829548745, 'test_180_days': 48.56662797675207, 'test_240_days': 57.61708507834534, 'test_300_days': 59.82665104285218, 'test_360_days': 55.569674748586586, 'test_480_days': 48.74238922213458, 'test_600_days': 48.228589911991634, 'test_720_days': 48.228589911991634, 'test_494_days': 48.228589911991634}",results/run_5/5_26M_train_trend_seasonality_boxcox_AutoARIMA_c6466c0c.joblib
5_24M_train_trend_AutoARIMA_01e9aeb6,5,24M_train,trend,AutoARIMA,49.30767471755351,"{'test_30_days': 44.48433494912844, 'test_60_days': 32.60545241494997, 'test_90_days': 30.138974679444676, 'test_120_days': 31.849452795806517, 'test_150_days': 32.220362577929926, 'test_180_days': 32.50827000120839, 'test_240_days': 39.04711464951758, 'test_300_days': 47.38224941979744, 'test_360_days': 50.24022027667074, 'test_480_days': 48.86142790717857, 'test_600_days': 49.30767471755351, 'test_720_days': 49.30767471755351, 'test_555_days': 49.30767471755351}",results/run_5/5_24M_train_trend_AutoARIMA_01e9aeb6.joblib
5_24M_train_trend_boxcox_AutoARIMA_137f7c8f,5,24M_train,trend_boxcox,AutoARIMA,49.30767471755351,"{'test_30_days': 44.48433494912844, 'test_60_days': 32.60545241494997, 'test_90_days': 30.138974679444676, 'test_120_days': 31.849452795806517, 'test_150_days': 32.220362577929926, 'test_180_days': 32.50827000120839, 'test_240_days': 39.04711464951758, 'test_300_days': 47.38224941979744, 'test_360_days': 50.24022027667074, 'test_480_days': 48.86142790717857, 'test_600_days': 49.30767471755351, 'test_720_days': 49.30767471755351, 'test_555_days': 49.30767471755351}",results/run_5/5_24M_train_trend_boxcox_AutoARIMA_137f7c8f.joblib
5_22M_train_original_MFLES2_6ae99dab,5,22M_train,original,MFLES2,35.815160148352234,"{'test_30_days': 42.86884913352155, 'test_60_days': 42.74153147395061, 'test_90_days': 43.03979323212013, 'test_120_days': 43.4870724613094, 'test_150_days': 41.79575397709818, 'test_180_days': 43.29865331876355, 'test_240_days': 42.19120902460233, 'test_300_days': 41.028811106317114, 'test_360_days': 40.1330797828477, 'test_480_days': 38.38163866326924, 'test_600_days': 36.13026994025507, 'test_720_days': 35.815160148352234, 'test_614_days': 35.815160148352234}",results/run_5/5_22M_train_original_MFLES2_6ae99dab.joblib
5_22M_train_log_MFLES2_6036b1f5,5,22M_train,log,MFLES2,34.495886571457426,"{'test_30_days': 41.805952005825446, 'test_60_days': 39.165520167853096, 'test_90_days': 38.107071783211666, 'test_120_days': 36.41788554354117, 'test_150_days': 33.66105199964553, 'test_180_days': 35.29384859804433, 'test_240_days': 35.026192192688704, 'test_300_days': 34.40340456167028, 'test_360_days': 34.543006343226295, 'test_480_days': 34.130292854917265, 'test_600_days': 34.63241767475225, 'test_720_days': 34.495886571457426, 'test_614_days': 34.495886571457426}",results/run_5/5_22M_train_log_MFLES2_6036b1f5.joblib
5_22M_train_seasonality_MFLES2_07b8e511,5,22M_train,seasonality,MFLES2,35.815160148352234,"{'test_30_days': 42.86884913352155, 'test_60_days': 42.74153147395061, 'test_90_days': 43.03979323212013, 'test_120_days': 43.4870724613094, 'test_150_days': 41.79575397709818, 'test_180_days': 43.29865331876355, 'test_240_days': 42.19120902460233, 'test_300_days': 41.028811106317114, 'test_360_days': 40.1330797828477, 'test_480_days': 38.38163866326924, 'test_600_days': 36.13026994025507, 'test_720_days': 35.815160148352234, 'test_614_days': 35.815160148352234}",results/run_5/5_22M_train_seasonality_MFLES2_07b8e511.joblib
5_22M_train_boxcox_MFLES2_3d980afe,5,22M_train,boxcox,MFLES2,36.334586881897955,"{'test_30_days': 40.00442536593946, 'test_60_days': 33.60189848231393, 'test_90_days': 31.683236735227894, 'test_120_days': 29.55026850282812, 'test_150_days': 27.644747616660954, 'test_180_days': 29.577592581690038, 'test_240_days': 30.455234821895516, 'test_300_days': 30.315799438389707, 'test_360_days': 31.108909129527895, 'test_480_days': 32.783294145412704, 'test_600_days': 36.27580446529844, 'test_720_days': 36.334586881897955, 'test_614_days': 36.334586881897955}",results/run_5/5_22M_train_boxcox_MFLES2_3d980afe.joblib
5_22M_train_log_seasonality_MFLES2_40cce258,5,22M_train,log_seasonality,MFLES2,34.495886571457426,"{'test_30_days': 41.805952005825446, 'test_60_days': 39.165520167853096, 'test_90_days': 38.107071783211666, 'test_120_days': 36.41788554354117, 'test_150_days': 33.66105199964553, 'test_180_days': 35.29384859804433, 'test_240_days': 35.026192192688704, 'test_300_days': 34.40340456167028, 'test_360_days': 34.543006343226295, 'test_480_days': 34.130292854917265, 'test_600_days': 34.63241767475225, 'test_720_days': 34.495886571457426, 'test_614_days': 34.495886571457426}",results/run_5/5_22M_train_log_seasonality_MFLES2_40cce258.joblib
5_22M_train_seasonality_boxcox_MFLES2_cfe0459a,5,22M_train,seasonality_boxcox,MFLES2,36.334586881897955,"{'test_30_days': 40.00442536593946, 'test_60_days': 33.60189848231393, 'test_90_days': 31.683236735227894, 'test_120_days': 29.55026850282812, 'test_150_days': 27.644747616660954, 'test_180_days': 29.577592581690038, 'test_240_days': 30.455234821895516, 'test_300_days': 30.315799438389707, 'test_360_days': 31.108909129527895, 'test_480_days': 32.783294145412704, 'test_600_days': 36.27580446529844, 'test_720_days': 36.334586881897955, 'test_614_days': 36.334586881897955}",results/run_5/5_22M_train_seasonality_boxcox_MFLES2_cfe0459a.joblib
5_20M_train_original_MFLES2_5e46907c,5,20M_train,original,MFLES2,35.030193054487185,"{'test_30_days': 39.27411873899109, 'test_60_days': 37.23733141798835, 'test_90_days': 37.8616494534682, 'test_120_days': 37.84103477852668, 'test_150_days': 38.02413118243228, 'test_180_days': 37.96853183446828, 'test_240_days': 37.82926810256239, 'test_300_days': 37.57475034128248, 'test_360_days': 37.055811566443936, 'test_480_days': 37.73677311012543, 'test_600_days': 35.15244023511747, 'test_720_days': 35.030193054487185, 'test_676_days': 35.030193054487185}",results/run_5/5_20M_train_original_MFLES2_5e46907c.joblib
5_20M_train_log_MFLES2_b68e0236,5,20M_train,log,MFLES2,35.628375938290006,"{'test_30_days': 41.50381172661371, 'test_60_days': 40.46119420448272, 'test_90_days': 40.64485521353156, 'test_120_days': 39.813589737999294, 'test_150_days': 38.24506300495028, 'test_180_days': 36.194134178687754, 'test_240_days': 34.62520918287854, 'test_300_days': 34.32960221533689, 'test_360_days': 33.751520970536156, 'test_480_days': 34.26251968848469, 'test_600_days': 33.78208411139659, 'test_720_days': 35.628375938290006, 'test_676_days': 35.628375938290006}",results/run_5/5_20M_train_log_MFLES2_b68e0236.joblib
5_20M_train_seasonality_MFLES2_57c31f07,5,20M_train,seasonality,MFLES2,35.030193054487185,"{'test_30_days': 39.27411873899109, 'test_60_days': 37.23733141798835, 'test_90_days': 37.8616494534682, 'test_120_days': 37.84103477852668, 'test_150_days': 38.02413118243228, 'test_180_days': 37.96853183446828, 'test_240_days': 37.82926810256239, 'test_300_days': 37.57475034128248, 'test_360_days': 37.055811566443936, 'test_480_days': 37.73677311012543, 'test_600_days': 35.15244023511747, 'test_720_days': 35.030193054487185, 'test_676_days': 35.030193054487185}",results/run_5/5_20M_train_seasonality_MFLES2_57c31f07.joblib
5_20M_train_boxcox_MFLES2_d1f47b20,5,20M_train,boxcox,MFLES2,37.05600121760571,"{'test_30_days': 42.931444213384346, 'test_60_days': 42.69873492202741, 'test_90_days': 42.19547145743449, 'test_120_days': 40.19794553505344, 'test_150_days': 37.96966771206072, 'test_180_days': 35.4859082063381, 'test_240_days': 33.853171711932355, 'test_300_days': 33.7135873367651, 'test_360_days': 33.146293241082134, 'test_480_days': 34.03325758640971, 'test_600_days': 34.49862755177729, 'test_720_days': 37.05600121760571, 'test_676_days': 37.05600121760571}",results/run_5/5_20M_train_boxcox_MFLES2_d1f47b20.joblib
5_20M_train_log_seasonality_MFLES2_814f880a,5,20M_train,log_seasonality,MFLES2,35.628375938290006,"{'test_30_days': 41.50381172661371, 'test_60_days': 40.46119420448272, 'test_90_days': 40.64485521353156, 'test_120_days': 39.813589737999294, 'test_150_days': 38.24506300495028, 'test_180_days': 36.194134178687754, 'test_240_days': 34.62520918287854, 'test_300_days': 34.32960221533689, 'test_360_days': 33.751520970536156, 'test_480_days': 34.26251968848469, 'test_600_days': 33.78208411139659, 'test_720_days': 35.628375938290006, 'test_676_days': 35.628375938290006}",results/run_5/5_20M_train_log_seasonality_MFLES2_814f880a.joblib
5_20M_train_seasonality_boxcox_MFLES2_c239bcee,5,20M_train,seasonality_boxcox,MFLES2,37.05600121760571,"{'test_30_days': 42.931444213384346, 'test_60_days': 42.69873492202741, 'test_90_days': 42.19547145743449, 'test_120_days': 40.19794553505344, 'test_150_days': 37.96966771206072, 'test_180_days': 35.4859082063381, 'test_240_days': 33.853171711932355, 'test_300_days': 33.7135873367651, 'test_360_days': 33.146293241082134, 'test_480_days': 34.03325758640971, 'test_600_days': 34.49862755177729, 'test_720_days': 37.05600121760571, 'test_676_days': 37.05600121760571}",results/run_5/5_20M_train_seasonality_boxcox_MFLES2_c239bcee.joblib
5_18M_train_original_Holt_068c6cad,5,18M_train,original,Holt,49.23868154902264,"{'test_30_days': 29.070938431930337, 'test_60_days': 43.705140734219576, 'test_90_days': 54.028186868793625, 'test_120_days': 58.62343515589089, 'test_150_days': 60.40265248868187, 'test_180_days': 59.80369069490564, 'test_240_days': 52.12440237416146, 'test_300_days': 51.41840365914311, 'test_360_days': 49.81433432136334, 'test_480_days': 53.33070407373789, 'test_600_days': 52.630564617123845, 'test_720_days': 49.741406368466926, 'test_737_days': 49.23868154902264}",results/run_5/5_18M_train_original_Holt_068c6cad.joblib
